gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,MonthlyCharges_Tenure
0,0,1,1,1,0,1,0,2,2,2,2,2,1,1,0,103.7,5656.75,0,5703.5
1,0,1,0,1,2,1,0,2,2,2,2,2,0,1,2,111.2,2317.1,1,2335.2000000000003
1,0,1,0,1,2,1,2,2,0,2,0,0,2,1,1,88.0,5986.45,0,6160.0
0,0,1,0,1,2,1,0,0,2,2,2,2,0,1,2,106.35,6751.35,0,6487.349999999999
1,0,1,1,1,0,0,2,0,2,2,2,2,2,1,1,79.15,3566.6,0,3403.4500000000003
1,0,0,0,1,2,1,0,2,2,0,2,2,1,1,2,103.1,4889.3,0,4845.7
1,0,0,0,1,0,0,0,0,2,2,2,0,0,1,1,63.95,318.1,2,319.75
0,0,0,0,1,2,2,1,1,1,1,1,1,2,1,1,25.8,1563.95,0,1599.6000000000001
0,0,1,1,1,0,1,0,2,2,0,2,0,0,1,1,89.45,1430.25,1,1431.2
1,1,1,0,1,2,1,0,0,0,0,2,2,0,1,0,95.6,644.35,2,669.1999999999999
0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,25.55,372.45,1,357.7
1,0,1,1,1,0,1,0,2,2,0,2,0,1,0,2,90.95,5453.4,0,5457.0
1,0,1,1,0,1,0,0,0,2,2,2,0,0,1,2,44.85,1442.6,0,1524.9
0,0,1,0,1,2,1,2,2,0,2,2,2,1,0,2,108.55,5610.7,0,5427.5
1,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,25.05,963.95,0,951.9
0,0,1,1,1,0,0,2,2,2,2,0,2,1,0,1,74.1,5222.3,0,5187.0
0,0,1,1,1,2,1,0,2,0,0,2,0,0,1,2,88.8,3340.55,0,3285.6
0,1,0,0,1,0,1,0,0,0,0,2,0,0,1,2,78.85,292.8,2,315.4
1,1,1,1,1,2,1,2,2,0,0,0,2,0,1,2,93.25,5774.55,0,5595.0
1,0,1,1,1,0,0,2,0,2,2,0,2,1,0,1,71.4,4487.3,0,4426.8
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,44.4,44.4,2,44.4
1,0,0,0,1,0,0,2,0,2,2,2,2,0,1,1,79.2,2854.95,0,2851.2000000000003
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,1,20.4,905.55,0,897.5999999999999
0,1,0,0,1,2,1,0,0,2,0,2,2,1,1,2,100.0,5509.3,0,5500.0
0,0,1,0,1,2,1,2,0,2,0,2,2,2,1,1,105.0,7589.8,0,7560.0
0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,0,19.8,229.6,2,237.60000000000002
0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,30.85,394.1,1,401.05
1,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,89.9,89.9,2,89.9
0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,3,20.55,295.95,1,308.25
0,0,0,0,1,0,0,2,2,2,2,2,2,2,1,0,84.85,5459.2,0,5515.25
0,0,1,1,0,1,0,2,0,0,2,0,0,1,0,1,33.15,444.75,2,397.79999999999995
1,0,1,0,1,2,0,2,2,2,2,2,2,2,1,1,92.0,6782.15,0,6624.0
0,0,1,1,1,2,0,2,2,2,2,2,2,2,0,1,89.8,6510.45,0,6465.599999999999
0,0,1,1,1,2,1,2,2,2,2,2,2,2,1,0,115.8,8476.5,0,8337.6
1,0,0,1,1,2,0,2,2,0,2,2,2,2,1,3,85.15,4461.85,0,4427.8
1,0,0,0,1,2,2,1,1,1,1,1,1,0,0,3,24.85,62.0,2,49.7
0,0,0,0,1,0,0,2,0,0,2,2,0,0,1,2,64.35,352.65,2,321.75
0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,1,20.5,1424.9,0,1394.0
0,0,0,1,1,2,1,0,0,2,0,2,2,1,1,2,100.15,6413.65,0,6209.3
1,0,0,0,1,2,0,2,2,0,2,2,2,2,0,1,86.05,6309.65,0,6195.599999999999
1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,50.8,50.8,2,50.8
0,0,1,0,1,2,1,2,2,0,2,0,0,1,0,2,89.0,5898.6,0,5874.0
1,0,1,1,0,1,0,2,2,2,2,2,2,2,1,1,64.8,4719.75,0,4665.599999999999
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,19.8,457.3,0,514.8000000000001
1,0,1,1,1,2,1,2,0,2,0,0,2,2,0,0,93.4,5822.3,0,5977.6
1,1,1,0,1,0,1,0,2,0,0,0,0,0,1,2,73.65,1463.5,1,1473.0
0,0,0,0,1,0,1,0,2,0,0,2,2,0,1,2,95.1,307.4,2,285.29999999999995
1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,1,94.65,2104.55,1,2082.3
1,0,1,0,1,0,1,0,0,2,2,0,0,0,1,3,80.6,319.15,2,322.4
1,0,1,0,0,1,0,0,0,0,2,2,0,2,1,0,39.0,2337.45,0,2418.0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,20.5,104.3,2,102.5
1,0,1,0,1,2,1,0,0,0,0,0,2,1,0,2,85.55,5084.65,0,5047.45
1,0,0,1,1,2,2,1,1,1,1,1,1,2,1,3,26.4,121.25,2,79.19999999999999
0,0,1,0,1,2,1,2,0,2,2,2,0,2,1,0,98.2,7015.9,0,7070.400000000001
1,0,1,1,1,0,1,0,2,2,0,2,2,1,1,1,97.55,5598.0,0,5560.349999999999
1,0,0,1,1,0,2,1,1,1,1,1,1,2,0,1,19.95,1269.1,0,1316.7
0,0,0,0,0,1,0,0,2,0,0,2,2,0,1,2,50.8,3027.4,0,3048.0
1,0,0,1,1,2,1,0,0,2,0,2,2,2,0,0,99.7,4634.35,0,4486.5
0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,34.8,113.95,2,104.39999999999999
0,0,0,0,1,0,1,2,0,2,2,2,2,0,0,2,105.1,1582.75,1,1576.5
0,0,0,1,0,1,0,2,0,2,2,2,2,1,0,0,60.15,3077.0,0,3067.65
0,0,0,0,1,2,0,2,0,2,2,0,0,1,0,2,64.75,4039.5,0,3885.0
1,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,54.65,1665.2,0,1803.45
1,0,0,0,1,0,1,2,2,2,2,2,2,0,1,2,110.1,1043.3,2,1101.0
1,1,0,0,1,0,2,1,1,1,1,1,1,1,0,1,19.3,504.2,0,501.8
0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,2,83.9,497.55,2,503.40000000000003
0,0,1,0,1,2,1,2,0,2,2,2,2,1,1,2,111.25,7511.65,0,7453.75
0,0,1,1,0,1,0,2,0,0,2,0,0,1,1,1,35.8,1782.0,0,1754.1999999999998
1,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,20.05,20.05,2,20.05
0,1,0,0,1,0,1,0,0,2,0,2,0,0,1,2,84.35,609.65,2,590.4499999999999
0,1,0,0,1,2,1,2,2,2,0,2,2,1,1,0,110.5,2857.6,0,2983.5
1,0,1,1,1,0,1,0,0,0,0,2,2,1,0,1,91.2,3247.55,0,3374.4
0,0,1,1,1,2,1,2,2,2,0,2,0,0,1,2,100.55,6215.35,0,6334.65
1,0,1,1,1,2,1,2,0,2,2,0,0,0,0,2,89.3,2823.0,0,2768.2999999999997
1,0,1,1,1,2,1,0,2,2,0,2,2,0,1,0,103.85,5017.9,0,5192.5
1,1,0,0,1,2,1,0,0,2,0,0,0,0,1,1,81.1,2619.25,0,2595.2
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,24.6,24.6,2,24.6
0,0,1,0,1,2,1,0,0,0,2,0,0,1,1,1,81.2,4965.1,0,5115.6
1,0,0,0,1,2,1,2,2,0,0,0,2,0,1,1,94.3,2679.7,0,2829.0
1,0,1,0,1,2,1,2,2,2,2,2,2,2,1,0,116.1,8310.55,0,8243.1
0,0,0,0,1,2,1,0,2,2,0,2,2,2,0,2,105.55,5682.25,0,5594.15
0,0,0,0,1,0,1,2,0,0,2,2,2,0,1,0,98.9,1120.95,2,1186.8000000000002
1,0,1,0,1,2,1,2,2,0,0,0,2,0,1,1,94.4,4914.9,0,4720.0
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.5,27.55,2,39.0
0,0,0,0,1,2,1,0,0,2,0,2,2,0,0,1,98.3,923.5,2,884.6999999999999
1,0,0,0,1,0,1,2,0,0,0,2,2,0,0,2,93.85,1625.65,1,1595.4499999999998
0,0,1,0,1,0,1,2,2,2,0,2,2,1,1,1,105.6,6068.65,0,5913.599999999999
1,0,1,1,1,0,0,2,2,2,0,2,2,2,0,1,81.35,5398.6,0,5450.45
1,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,100.5,918.6,2,904.5
1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,56.4,234.85,2,225.6
1,0,0,0,1,0,0,0,2,0,2,0,2,1,1,0,65.35,1231.85,1,1241.6499999999999
0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.95,170.9,2,159.6
0,0,0,0,1,2,1,0,2,2,2,2,2,2,1,2,111.25,7984.15,0,7898.75
1,1,0,0,1,0,1,0,2,0,0,0,0,0,1,2,72.85,688.65,2,728.5
0,1,0,0,1,2,1,0,2,0,0,2,0,0,0,1,89.0,1288.3,1,1335.0
1,0,1,1,1,2,1,2,0,2,0,2,2,1,1,0,106.1,7848.5,0,7639.2
1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,1,20.05,267.0,2,240.60000000000002
1,0,1,1,1,2,2,1,1,1,1,1,1,2,1,0,25.2,1798.9,0,1814.3999999999999
1,1,1,0,1,2,1,0,0,0,0,0,0,0,1,2,73.55,73.55,2,73.55
0,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,75.4,1643.55,1,1734.2
1,0,0,0,0,1,0,2,2,2,2,2,2,2,1,0,65.55,4807.45,0,4719.599999999999
0,0,0,0,1,2,1,0,0,2,0,0,0,0,1,2,80.7,2193.0,0,2098.2000000000003
0,0,0,0,1,0,1,0,2,2,2,2,2,1,1,3,104.55,2239.4,1,2195.5499999999997
1,0,1,0,1,2,2,1,1,1,1,1,1,1,0,0,24.15,1505.9,0,1449.0
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.45,255.35,2,245.39999999999998
1,0,1,0,1,2,1,0,0,0,0,0,0,0,1,2,75.4,1189.4,1,1206.4
0,0,1,0,1,2,0,2,2,0,0,2,2,1,1,1,79.7,4786.15,0,5021.1
0,1,0,0,1,0,1,2,2,0,0,0,0,0,0,2,81.7,1820.9,1,1797.4
0,0,1,1,1,0,0,2,2,2,2,0,2,0,0,0,76.3,2404.15,0,2441.6
0,1,0,0,1,2,1,0,2,0,0,0,0,0,1,2,79.4,205.05,2,238.20000000000002
0,0,0,0,1,0,1,0,2,2,0,0,0,0,1,2,81.15,952.3,1,1054.95
0,0,1,1,1,2,1,0,2,0,2,2,2,2,1,1,103.75,7039.45,0,7055.0
0,0,1,1,1,0,1,0,0,2,0,0,2,1,0,2,86.45,2538.05,0,2593.5
0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,75.1,1212.85,1,1201.6
1,0,0,0,1,0,1,0,2,0,2,0,0,2,0,0,80.6,2651.1,0,2659.7999999999997
1,0,1,0,1,0,2,1,1,1,1,1,1,2,0,1,19.3,1304.8,0,1389.6000000000001
0,1,0,0,1,2,1,0,0,0,0,0,2,0,1,2,84.6,360.1,2,338.4
0,0,0,0,0,1,0,2,0,0,2,0,0,1,1,3,33.6,435.45,2,403.20000000000005
0,1,1,0,1,2,1,0,0,0,0,2,0,0,1,2,83.25,308.05,2,333.0
0,0,0,0,1,2,1,2,0,0,0,0,0,0,1,2,79.05,434.5,2,474.29999999999995
0,0,1,0,1,2,1,0,2,2,2,2,2,1,1,1,108.05,7118.9,0,7023.25
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.9,320.45,1,298.5
0,0,0,1,1,0,2,1,1,1,1,1,1,1,0,0,21.05,531.55,1,505.20000000000005
0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,2,30.15,382.2,1,391.95
1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,1,79.85,2001.0,1,1916.3999999999999
0,0,1,0,0,1,0,2,2,2,2,2,2,2,0,0,65.5,4919.7,0,4716.0
0,0,1,1,1,2,1,2,2,0,0,2,2,0,1,0,104.1,5645.8,0,5621.4
0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,74.4,215.8,2,223.20000000000002
1,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,20.5,77.6,2,82.0
0,1,1,1,1,2,1,0,0,2,0,2,0,0,1,3,91.35,2896.55,0,2923.2
1,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,99.05,3395.8,0,3466.75
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,0,20.5,759.35,0,717.5
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,44.95,85.15,2,89.9
0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,75.6,535.55,2,604.8
1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,3,55.1,1253.15,1,1212.2
0,0,0,0,1,0,0,2,0,2,2,0,0,0,0,2,58.95,955.15,1,884.25
1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,95.1,2162.6,1,2092.2
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,44.7,44.7,2,44.7
0,0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,25.45,1813.35,0,1806.95
1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,2,56.75,245.15,2,227.0
1,0,0,0,1,2,0,2,2,2,2,0,2,0,0,0,81.75,2028.8,0,2043.75
0,0,1,1,1,0,1,0,2,0,0,2,0,0,1,2,86.1,2723.75,0,2755.2
1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,29.8,220.45,2,208.6
1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,20.5,365.8,1,348.5
1,1,1,0,1,0,0,2,0,0,0,2,0,0,0,0,60.9,551.95,2,487.2
0,1,0,0,1,2,0,2,0,2,2,0,2,2,0,0,73.25,4054.2,0,4102.0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,45.7,45.7,2,45.7
1,1,0,0,1,0,1,2,0,0,2,2,2,0,0,1,100.3,832.35,2,802.4
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,19.25,112.3,2,134.75
1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.85,60.65,2,62.550000000000004
0,0,0,0,1,0,0,2,2,2,2,2,0,2,0,1,77.35,5550.1,0,5491.849999999999
0,0,0,0,1,2,1,0,0,0,0,2,2,0,1,2,96.0,174.8,2,192.0
0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,2,90.55,90.55,2,90.55
1,0,1,0,1,2,1,2,2,0,0,2,0,0,1,0,93.85,4733.1,0,4598.65
1,0,0,0,1,0,0,0,2,2,2,2,0,2,0,0,70.1,4048.95,0,4065.7999999999997
1,1,1,0,0,1,0,0,2,0,0,0,0,0,1,2,30.35,1359.7,0,1335.4
0,0,1,1,1,0,0,0,2,0,2,2,2,2,1,1,75.95,4542.35,0,4481.05
1,0,0,0,1,2,1,2,0,2,2,2,2,2,1,2,108.05,7532.15,0,7671.55
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,69.9,69.9,2,69.9
0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,75.25,888.65,2,827.75
1,1,1,0,1,2,1,0,2,2,0,2,2,1,1,2,103.75,6383.35,0,6432.5
0,0,1,1,1,0,0,2,0,0,2,0,0,1,1,0,54.95,1916.0,0,1923.25
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,0,19.5,413.0,1,390.0
1,0,1,1,1,0,2,1,1,1,1,1,1,2,0,3,19.6,808.95,0,784.0
0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,2,47.85,1886.4,0,1866.15
1,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,86.6,86.6,2,86.6
0,0,1,1,1,2,2,1,1,1,1,1,1,2,0,0,23.75,1679.25,0,1710.0
0,1,1,0,1,2,1,0,2,0,0,0,0,0,1,0,80.6,2656.5,0,2659.7999999999997
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43.8,540.95,2,525.5999999999999
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,19.75,19.75,2,19.75
1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.15,537.35,0,517.05
1,0,1,1,1,0,2,1,1,1,1,1,1,1,0,1,19.6,678.8,0,666.4000000000001
0,0,1,0,1,0,1,2,0,2,0,0,0,2,0,0,80.3,4513.65,0,4496.8
0,0,0,0,1,2,2,1,1,1,1,1,1,2,0,1,24.35,1423.85,0,1412.3000000000002
0,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,25.25,555.4,1,555.5
0,0,1,1,1,2,2,1,1,1,1,1,1,2,0,1,26.1,225.55,2,261.0
1,0,0,0,1,0,2,1,1,1,1,1,1,2,0,1,20.0,268.45,1,260.0
0,0,0,0,1,2,1,0,2,0,2,0,0,0,0,1,85.3,2917.5,0,2985.5
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,70.0,2416.1,0,2380.0
0,1,0,0,1,2,1,0,0,0,0,2,2,0,1,2,94.3,424.45,2,377.2
1,0,1,0,1,0,2,1,1,1,1,1,1,2,0,0,20.7,1492.1,0,1490.3999999999999
1,0,0,0,1,0,0,0,0,0,2,2,2,0,0,2,70.3,132.4,2,140.6
0,0,0,0,1,0,1,0,0,2,0,2,2,0,1,2,95.35,660.9,2,667.4499999999999
1,1,1,0,1,2,1,0,0,0,0,0,0,0,1,2,75.5,1893.95,0,2038.5
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3,69.55,284.9,2,278.2
0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,3,19.85,784.25,0,734.45
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,20.0,417.7,1,420.0
0,1,1,0,1,2,1,0,0,0,0,2,2,1,1,1,95.85,5016.25,0,5080.049999999999
0,0,0,0,1,2,1,0,0,0,2,0,2,0,1,2,90.1,1612.75,1,1621.8
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,68.95,119.75,2,137.9
1,0,1,1,1,2,1,2,0,0,0,2,2,0,1,1,99.55,3204.65,0,3185.6
1,1,1,0,1,0,2,1,1,1,1,1,1,1,1,2,20.75,485.2,1,477.25
1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,3,50.15,160.85,2,150.45
0,0,1,1,0,1,0,2,2,0,2,2,2,2,0,3,58.65,4145.25,0,4164.15
1,0,0,0,1,0,1,0,0,0,2,2,2,0,1,0,95.9,827.45,2,863.1
0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,49.5,49.5,2,49.5
1,0,1,1,1,0,0,0,0,2,0,0,2,0,0,2,57.45,990.85,1,1034.1000000000001
1,0,1,1,1,0,0,0,0,0,0,0,2,1,0,1,53.65,696.35,2,643.8
1,0,1,0,1,2,0,2,2,2,2,0,2,2,1,3,80.1,5585.4,0,5687.099999999999
0,0,0,0,1,2,2,1,1,1,1,1,1,1,1,0,24.4,1601.2,0,1561.6
1,0,0,0,0,1,0,0,0,0,2,0,2,0,1,2,40.05,162.45,2,160.2
0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,19.5,470.2,1,448.5
0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,1,51.05,2066.0,0,1990.9499999999998
1,0,1,0,1,0,0,2,0,0,2,0,0,1,0,3,54.35,1426.45,0,1521.8
0,1,0,0,1,0,1,0,2,0,0,2,0,0,1,2,84.7,392.5,2,423.5
0,1,1,0,1,0,1,0,0,2,0,0,2,0,1,2,86.1,3861.45,0,3874.4999999999995
1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,70.35,2552.9,0,2602.95
0,1,1,0,1,0,1,2,2,2,2,2,2,2,1,0,110.0,6668.35,0,6600.0
1,1,0,0,1,2,1,0,0,2,0,2,2,0,1,2,100.6,819.4,2,804.8
0,0,0,0,1,2,1,2,0,2,0,2,0,1,0,1,94.9,4615.25,0,4460.3
1,0,1,1,1,2,1,0,0,0,0,2,0,0,1,2,83.75,2070.6,0,2177.5
0,1,1,1,1,0,1,2,0,0,2,2,0,0,1,3,88.3,273.75,2,264.9
0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,69.75,3557.7,0,3487.5
1,0,1,1,1,2,0,0,0,0,2,2,2,0,0,0,71.6,1957.1,0,1933.1999999999998
0,1,0,0,1,0,1,0,0,2,0,2,2,0,1,2,92.1,729.95,2,736.8
0,0,1,0,1,2,2,1,1,1,1,1,1,2,0,0,23.65,1416.75,0,1466.3
0,0,1,0,1,0,0,2,0,2,2,2,2,2,0,0,81.85,5924.4,0,5811.349999999999
1,0,0,0,1,2,2,1,1,1,1,1,1,2,0,3,25.1,1697.7,0,1656.6000000000001
1,0,1,1,1,2,1,2,2,2,2,2,2,2,1,0,114.7,7849.85,0,7799.6
0,0,0,0,0,1,0,0,0,2,0,2,2,0,0,2,49.15,649.4,1,638.9499999999999
1,0,1,0,1,0,1,0,0,0,0,0,2,1,1,2,80.9,4557.5,0,4530.400000000001
1,0,1,0,1,0,1,2,2,0,0,0,0,0,1,2,79.45,3013.05,0,3019.1
1,1,0,0,1,0,1,0,0,0,0,2,2,0,0,1,90.45,1266.1,1,1266.3
0,0,0,1,1,0,2,1,1,1,1,1,1,1,1,0,19.3,360.35,1,308.8
0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,70.2,1046.5,1,982.8000000000001
1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,69.75,2347.9,0,2232.0
0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,54.25,447.75,2,434.0
0,0,1,1,1,2,1,0,0,2,0,2,2,0,1,0,99.3,4209.95,0,4269.9
0,0,0,0,1,2,0,2,0,2,2,2,0,1,0,1,74.0,3877.65,0,3848.0
1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,3,50.25,152.3,2,150.75
1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,19.8,572.2,0,574.2
0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65,2,19.65
1,1,0,0,0,1,0,0,0,2,2,0,2,0,1,2,43.65,526.95,2,523.8
0,0,1,1,0,1,0,0,0,0,0,0,2,0,1,1,35.5,552.7,1,568.0
0,0,0,0,1,2,0,0,0,2,2,2,2,1,1,3,80.75,3208.65,0,3230.0
0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,2,39.5,210.75,2,197.5
1,0,1,0,1,2,1,0,0,0,0,2,2,0,1,0,97.1,3706.95,0,3884.0
0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,19.55,620.75,0,703.8000000000001
0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,80.0,412.5,2,400.0
0,0,0,0,1,0,1,2,0,0,0,2,0,0,1,3,84.7,832.05,2,847.0
1,0,1,1,1,0,1,0,0,0,0,2,2,0,1,0,89.55,185.55,2,179.1
1,0,0,0,1,2,1,0,0,0,2,2,0,0,1,2,90.6,1943.2,1,2083.7999999999997
1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,0,20.05,505.9,0,521.3000000000001
0,1,1,0,1,2,1,2,2,2,0,2,2,2,1,2,112.4,8046.85,0,8092.8
0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,50.2,1815.3,0,1706.8000000000002
1,0,0,0,1,0,0,2,0,0,2,2,0,0,0,0,62.25,612.95,2,622.5
0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,3,55.7,795.15,1,779.8000000000001
0,0,0,0,1,2,1,2,0,0,0,2,0,0,1,0,90.05,2169.8,1,2071.15
1,0,1,0,1,0,2,1,1,1,1,1,1,2,0,3,19.65,973.1,0,923.55
1,0,1,0,1,0,1,2,0,0,2,0,2,0,1,2,89.25,2210.2,1,2142.0
1,0,1,0,1,2,1,0,2,0,0,2,2,0,1,0,99.05,4853.75,0,4853.45
1,1,0,0,1,0,0,2,0,0,2,0,0,1,0,3,54.0,1055.9,1,1080.0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,69.75,144.55,2,139.5
0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,49.05,91.1,2,98.1
1,0,0,0,0,1,0,0,0,2,2,2,2,2,0,0,56.75,1304.85,1,1248.5
1,0,0,0,1,2,1,0,0,2,0,2,2,0,1,0,98.05,713.0,2,686.35
1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,21.1,21.1,2,21.1
0,0,1,1,1,2,1,0,2,0,2,0,2,0,1,0,96.65,5580.8,0,5702.35
0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,24.5,1497.9,0,1421.0
0,0,0,0,1,2,1,2,2,2,2,2,2,0,1,0,114.5,4527.45,0,4694.5
0,1,0,0,1,2,1,0,2,0,0,0,0,2,1,1,79.2,4590.35,0,4672.8
0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,69.55,200.2,2,208.64999999999998
1,0,0,0,1,0,2,1,1,1,1,1,1,2,1,0,20.05,614.45,0,641.6
1,1,1,0,1,2,1,0,0,2,0,2,2,0,1,2,98.85,4564.9,0,4547.099999999999
1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,2,80.95,171.15,2,161.9
0,0,1,1,1,0,2,1,1,1,1,1,1,1,0,1,19.6,1012.4,0,1019.2
0,1,0,0,1,0,1,0,0,2,0,0,0,0,1,2,74.3,940.35,1,965.9
0,1,0,0,1,0,1,0,0,0,0,2,2,0,0,0,89.7,1047.7,2,986.7
1,0,0,0,1,2,1,2,0,0,2,0,0,0,0,0,87.65,2766.4,0,2804.8
1,1,1,0,1,2,1,0,0,2,0,2,2,0,1,1,100.45,1622.45,1,1707.65
0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,74.75,1129.35,1,1196.0
0,0,0,0,1,2,1,2,2,2,0,2,2,1,0,0,107.45,5680.9,0,5479.95
1,0,0,0,1,0,0,0,0,2,2,2,2,1,1,0,75.35,2243.9,0,2185.1499999999996
1,0,1,0,1,0,0,2,2,2,2,0,0,2,0,1,64.95,4523.25,0,4546.5
0,0,1,1,1,2,1,2,0,2,2,0,2,2,0,2,100.45,7159.7,0,7131.95
1,0,1,1,1,2,0,0,2,2,0,2,0,1,0,0,68.5,2839.95,0,2808.5
1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,80.55,80.55,2,80.55
0,0,1,0,1,0,0,2,0,2,2,2,2,0,0,0,81.25,580.1,2,568.75
1,0,1,1,1,0,1,0,0,0,0,2,2,1,1,2,90.4,2178.6,0,2260.0
1,0,1,1,1,2,1,2,2,0,2,0,0,1,0,2,89.55,6038.55,0,5999.849999999999
1,0,1,1,1,2,0,0,0,0,2,0,0,0,1,3,55.7,259.4,2,278.5
1,0,0,1,1,2,2,1,1,1,1,1,1,0,1,2,24.8,324.15,1,372.0
0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,2,20.0,417.65,1,400.0
1,0,1,1,1,0,0,0,2,2,0,0,0,0,1,3,56.15,168.15,2,168.45
1,0,1,1,1,2,1,0,2,0,2,2,2,1,1,2,105.2,5637.85,0,5680.8
1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,19.55,839.4,0,821.1
0,0,1,0,1,0,1,0,0,0,0,0,2,0,1,2,79.75,769.1,2,717.75
0,0,0,0,1,2,1,0,2,0,0,2,2,2,0,0,97.45,6253.0,0,6139.35
